sofascore_id,player_name,original_name,position,club,total_scored,total_attempts,event_id,outcome,zone,penalty_id,x,y,Nationality,Caps,Goals,Group,Is_Captain,Match_Score,added_time,away_score,body_part,description,event_type,gk_coord_x,gk_coord_y,gk_id,gk_name,goal_mouth_x,goal_mouth_y,home_score,is_home,player_coord_x,player_coord_y,player_id,reason,sequence,shot_x,shot_y,time,type
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,15129795,save,low-right,6089455,68.82,95.83,Czech Republic,26,5,A,1,High,,1,,Goalkeeper save,penalty-save,,,856640,Mads Hermansen,68.82,95.83,2,True,88.5,50,856250,goalkeeperSave,6,100,46.5,,shootout
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,15126912,goal,high-left,6089069,33.33,57.83,Czech Republic,26,5,A,1,High,,1,left-foot,Scored,goal,100,49.8,827362,Caoimhin Kelleher,33.33,57.83,1,True,88.5,50,856250,scored,2,100,53.1,,shootout
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,12288483,goal,low-left,6061869,29.03,95.83,Czech Republic,26,5,A,1,High,5,4,,,,,,,,,,2,False,,,856250,,,,,90,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11367387,goal,low-left,6061550,27.42,87.33,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,0,False,,,856250,,,,,28,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11500227,post,high,587639,71.51,35.67,Czech Republic,26,5,A,1,High,,0,,Off target,,,,,,,,0,True,,,856250,offTarget,1,,,,shootout
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11367608,goal,high-centre,146634,41.94,50.5,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,0,False,,,856250,,,,,80,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11367608,goal,high-centre,104107,50,64.17,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,0,False,,,856250,,,,,80,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11251214,goal,low-left,44637,27.96,83.17,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,1,True,,,856250,,,,,68,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,11251231,goal,low-left,44423,27.42,86.33,Czech Republic,26,5,A,1,High,7,2,,,,,,,,,,3,True,,,856250,,,,,90,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405222,goal,high-left,44424,31.72,56.83,Czech Republic,26,5,A,1,High,14,1,,,,,,,,,,2,True,,,856250,,,,,90,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405107,goal,low-right,44425,74.19,94.67,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,1,False,,,856250,,,,,73,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405104,goal,high-left,44426,27.42,59.83,Czech Republic,26,5,A,1,High,,2,,,,,,,,,,1,True,,,856250,,,,,59,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405304,goal,low-left,40902,33.33,88.33,Czech Republic,26,5,A,1,High,,3,,,,,,,,,,1,False,,,856250,,,,,60,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405279,goal,low-left,40903,25.81,95.83,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,2,True,,,856250,,,,,36,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,10405192,goal,low-left,44638,29.03,67.33,Czech Republic,26,5,A,1,High,,1,,,,,,,,,,0,False,,,856250,,,,,33,match_penalty
856250,Ladislav Krejčí,Ladislav Krejčí,D,Wolverhampton,13,16,9588654,save,low-right,40904,69.89,76.83,Czech Republic,26,5,A,1,High,,,,,,,,,,,,,True,,,,,,,,36,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,14036463,goal,low-right,6090573,69.35,96.83,Czech Republic,78,8,A,0,High,,1,right-foot,,goal,0.9,49.8,909632,Matouš Trmal,69.35,96.83,0,False,11.5,50,109002,,,0,53.6,67,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,14029226,goal,low-right,6090232,74.19,71.5,Czech Republic,78,8,A,0,High,4,1,right-foot,,goal,99.7,50.2,907172,Jakub Markovič,74.19,71.5,2,True,88.5,50,109002,,,100,45.5,90,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,10352175,goal,low-right,17028,70.97,96.83,Czech Republic,78,8,A,0,High,,1,,Scored,,,,,,,,0,False,,,109002,scored,1,,,,shootout
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,8365199,goal,high-left,17029,27.96,54.67,Czech Republic,78,8,A,0,High,,2,,Scored,,,,,,,,2,True,,,109002,scored,4,,,,shootout
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,8078574,goal,low-centre,17030,44.62,74.67,Czech Republic,78,8,A,0,High,5,3,,,,,,,,,,0,False,,,109002,,,,,90,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,6828222,goal,low-right,6050052,72.58,93.67,Czech Republic,78,8,A,0,High,,6,,,,,,,,,,0,False,,,109002,,,,,77,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,7264717,save,low-right,6050053,62.37,74.67,Czech Republic,78,8,A,0,High,,0,,,,,,,,,,1,False,,,109002,,3,,,,shootout
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,7093251,goal,high-right,6050054,69.35,54.67,Czech Republic,78,8,A,0,High,,,,,,,,,,,,,,,,,,,,,,
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,6335662,save,low-left,6050055,33.87,94.67,Czech Republic,78,8,A,0,High,,,,,,,,,,,,,True,,,109002,,,,,65,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,5615008,goal,low-right,6050056,74.19,96.83,Czech Republic,78,8,A,0,High,,1,,,,,,,,,,1,True,,,109002,,,,,61,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,5614958,save,low-left,6050057,39.78,88.33,Czech Republic,78,8,A,0,High,,,,,,,,,,,,,True,,,109002,,,,,3,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,5614940,goal,low-left,6050058,31.72,91.5,Czech Republic,78,8,A,0,High,,1,,,,,,,,,,0,False,,,109002,,,,,18,match_penalty
109002,Vladimír Darida,Vladimír Darida,M,FC Hradec Králové,10,13,5614866,goal,low-right,6050059,72.04,99,Czech Republic,78,8,A,0,High,,1,,,,,,,,,,0,False,,,109002,,,,,50,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,14065238,goal,low-left,6090787,29.57,75.67,Czech Republic,52,25,A,0,Low - Fallback,,1,left-foot,,goal,0.2,50.4,187185,Marvin Schwäbe,29.57,75.67,0,False,11.5,50,280609,,,0,46.2,43,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,14065203,goal,low-left,6089575,31.18,96.83,Czech Republic,52,25,A,0,Low - Fallback,,3,left-foot,,goal,99.4,50,902080,Kamil Grabara,31.18,96.83,3,True,88.5,50,280609,,,100,53.5,53,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,15126912,goal,high-right,6089073,64.52,56.83,Czech Republic,52,25,A,0,Low - Fallback,,2,left-foot,,goal,99.8,50,827362,Caoimhin Kelleher,64.52,56.83,1,True,88.5,50,280609,,,100,47.3,27,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,15126912,goal,low-left,6089072,36.56,94.67,Czech Republic,52,25,A,0,Low - Fallback,,3,left-foot,Scored,goal,99.5,50,827362,Caoimhin Kelleher,36.56,94.67,3,True,88.5,50,280609,scored,8,100,52.5,,shootout
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,14065076,goal,low-left,6080164,31.18,87.33,Czech Republic,52,25,A,0,Low - Fallback,4,0,left-foot,,goal,99.8,50.2,190161,Michael Zetterer,31.18,87.33,2,True,88.5,50,280609,,,100,53.5,45,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,14065063,goal,low-centre,6079764,55.91,70.5,Czech Republic,52,25,A,0,Low - Fallback,,3,left-foot,,goal,0.7,49.6,1083390,Mio Backhaus,55.91,70.5,1,False,11.5,50,280609,,,0,51.1,64,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,12499435,goal,low-right,6076619,69.35,96.83,Czech Republic,52,25,A,0,Low - Fallback,,1,left-foot,,goal,0.2,49.8,,,69.35,96.83,1,False,11.5,50,280609,,,0,53.6,49,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,12403050,goal,low-right,6066037,63.98,85.17,Czech Republic,52,25,A,0,Low - Fallback,,1,left-foot,Scored,goal,99.5,50,,,63.98,85.17,1,True,88.5,50,280609,scored,2,100,47.4,,shootout
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,11396342,goal,low-left,5148835,33.33,91.5,Czech Republic,52,25,A,0,Low - Fallback,,0,,,,,,,,,,1,True,,,280609,,,,,30,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,10865992,goal,low-left,39254,27.96,95.83,Czech Republic,52,25,A,0,Low - Fallback,,4,,Scored,,,,,,,,2,False,,,280609,scored,7,,,,shootout
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,10640505,save,low-right,10822,65.59,77.83,Czech Republic,52,25,A,0,Low - Fallback,,,,,,,,,,,,,False,,,280609,goalkeeperSave,,,,45,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,10023353,post,high,10823,45.7,32.5,Czech Republic,52,25,A,0,Low - Fallback,6,,,,,,,,,,,,True,,,280609,woodwork,,,,45,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,9594403,save,low-left,10824,27.42,95.83,Czech Republic,52,25,A,0,Low - Fallback,,,,,,,,,,,,,False,,,280609,goalkeeperSave,,,,50,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,9594500,goal,low-centre,10825,50,67.33,Czech Republic,52,25,A,0,Low - Fallback,,2,,,,,,,,,,0,False,,,280609,,,,,22,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,8513117,goal,low-left,10826,33.87,87.33,Czech Republic,52,25,A,0,Low - Fallback,,1,,,,,,,,,,0,False,,,280609,,,,,37,match_penalty
280609,Patrik Schick,Patrik Schick,F,Bayer 04 Leverkusen,13,16,8078485,goal,high-left,6048367,27.42,47.33,Czech Republic,52,25,A,0,Low - Fallback,,0,,,,,,,,,,3,True,,,280609,,,,,82,match_penalty
824139,Jan Kuchta,Jan Kuchta,F,AC Sparta Praha,0,2,12288560,post,high,6062850,52.15,33.5,Czech Republic,31,3,A,0,Low - Fallback,,,,,,,,,,,,,True,,,824139,woodwork,,,,20,match_penalty
824139,Jan Kuchta,Jan Kuchta,F,AC Sparta Praha,0,2,8830480,save,low-centre,40908,43.01,70.5,Czech Republic,31,3,A,0,Low - Fallback,,,,,,,,,,,,,True,,,824139,,,,,39,match_penalty
952114,Lukáš Červ,Lukáš Červ,M,FC Viktoria Plzeň,1,1,9588661,goal,low-left,44482,37.1,89.5,Czech Republic,16,2,A,0,High,,2,,,,,,,,,,0,False,,,952114,,,,,80,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,15126912,save,low-left,6089074,34.95,78.83,Czech Republic,22,6,A,0,Low - Fallback,,3,,Goalkeeper save,penalty-save,,,827362,Caoimhin Kelleher,34.95,78.83,2,True,88.5,50,826049,goalkeeperSave,6,100,52.8,,shootout
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,14036532,goal,high-centre,6084409,48.92,57.83,Czech Republic,22,6,A,0,Low - Fallback,,2,right-foot,,goal,0.7,50,909632,Matouš Trmal,47.85,66.17,0,False,11.5,50,826049,,,0,49.6,68,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,14036518,goal,low-left,6084179,31.18,95.83,Czech Republic,22,6,A,0,Low - Fallback,,0,right-foot,,goal,99.5,50,68905,Milan Heča,31.18,95.83,1,True,88.5,50,826049,,,100,53.5,17,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,12580665,goal,high-centre,6070130,58.06,62,Czech Republic,22,6,A,0,Low - Fallback,,3,right-foot,,goal,0.7,50.2,,,50.54,54.67,0,False,11.5,50,826049,,,0,50.1,55,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,11367611,save,low-left,147047,34.95,77.83,Czech Republic,22,6,A,0,Low - Fallback,,,,,,,,,,,,,False,,,826049,goalkeeperSave,,,,90,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,11367611,save,low-centre,126236,50,67.33,Czech Republic,22,6,A,0,Low - Fallback,,,,,,,,,,,,,False,,,826049,goalkeeperSave,,,,90,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,10405175,goal,low-left,45196,26.34,83.17,Czech Republic,22,6,A,0,Low - Fallback,,1,,,,,,,,,,2,False,,,826049,,,,,81,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,10405072,goal,high-centre,40905,56.99,62,Czech Republic,22,6,A,0,Low - Fallback,8,2,,,,,,,,,,2,True,,,826049,,,,,90,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,10405056,goal,high-right,40906,71.51,63,Czech Republic,22,6,A,0,Low - Fallback,,1,,,,,,,,,,1,False,,,826049,,,,,20,match_penalty
826049,Mojmír Chytil,Mojmír Chytil,F,SK Slavia Praha,7,10,10405269,goal,low-left,40907,36.56,95.83,Czech Republic,22,6,A,0,Low - Fallback,,0,,,,,,,,,,3,True,,,826049,,,,,72,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,14572718,save,low-right,6080951,61.29,88.33,Czech Republic,20,5,A,0,High,,,,,penalty-save,,,282073,Alexander Schlager,61.29,88.33,,True,88.5,50,957604,goalkeeperSave,,100,47.9,7,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,13790894,goal,low-left,6075898,29.03,95.83,Czech Republic,20,5,A,0,High,,1,right-foot,,goal,1.4,50.4,,,29.03,95.83,1,False,11.5,50,957604,,,0,46.1,15,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12580775,goal,low-left,6073007,29.57,87.33,Czech Republic,20,5,A,0,High,,1,right-foot,,goal,98.9,49.8,,,29.03,95.83,1,True,88.5,50,957604,,,100,53.9,19,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12764299,save,low-right,6071828,65.59,96.83,Czech Republic,20,5,A,0,High,,,,,,,,,,,,,True,,,957604,goalkeeperSave,,,,11,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12580692,goal,low-left,6070444,35.48,95.83,Czech Republic,20,5,A,0,High,,2,right-foot,,goal,99.3,49.8,,,33.87,96.83,1,True,88.5,50,957604,,,100,53,70,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12449496,save,low-left,6064513,30.11,93.67,Czech Republic,20,5,A,0,High,,,,,,,,,,,,,True,,,957604,goalkeeperSave,,,,56,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12449496,save,low-centre,6064487,50,82,Czech Republic,20,5,A,0,High,,,,,,,,,,,,,True,,,957604,goalkeeperSave,,,,56,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12460617,goal,low-right,6064158,67.74,94.67,Czech Republic,20,5,A,0,High,,2,right-foot,,goal,0.7,50.4,,,65.59,95.83,0,False,11.5,50,957604,,,0,52.9,30,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12288481,goal,low-right,6062042,70.97,86.33,Czech Republic,20,5,A,0,High,3,2,,,,,,,,,,3,True,,,957604,,,,,90,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,12104601,goal,low-left,6058293,28.49,72.5,Czech Republic,20,5,A,0,High,,1,,Scored,,,,,,,,3,True,,,957604,scored,6,,,,shootout
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,11367600,goal,low-left,556219,27.42,96.83,Czech Republic,20,5,A,0,High,2,5,,,,,,,,,,2,False,,,957604,,,,,90,match_penalty
957604,Pavel Šulc,Pavel Šulc,F,Olympique Lyonnais,8,12,11367600,goal,low-centre,527663,49.46,68.33,Czech Republic,20,5,A,0,High,2,5,,,,,,,,,,2,False,,,957604,,,,,90,match_penalty
846122,Lukáš Provod,Lukáš Provod,F,SK Slavia Praha,1,2,10642170,save,low-left,29074,30.65,87.33,Czech Republic,37,3,A,0,Low - Fallback,3,,,,,,,,,,,,False,,,846122,goalkeeperSave,,,,90,match_penalty
846122,Lukáš Provod,Lukáš Provod,F,SK Slavia Praha,1,2,10405114,goal,low-centre,44390,48.92,76.83,Czech Republic,37,3,A,0,Low - Fallback,,1,,,,,,,,,,1,False,,,846122,,,,,74,match_penalty
825731,Michal Sadílek,Michal Sadílek,M,SK Slavia Praha,1,1,15129795,goal,low-right,6089388,70.43,85.17,Czech Republic,34,1,A,0,Low - Fallback,,1,left-foot,Scored,goal,99.5,50,856640,Mads Hermansen,70.43,85.17,3,True,88.5,50,825731,scored,8,100,46.2,,shootout
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036473,goal,low-left,6089623,37.1,69.33,Czech Republic,21,6,A,0,Low - Fallback,,1,right-foot,,goal,0.3,50,795155,Martin Jedlička,37.1,69.33,0,False,11.5,50,188307,,,0,47.6,23,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,15129795,goal,low-left,6089389,28.49,95.83,Czech Republic,21,6,A,0,Low - Fallback,,0,right-foot,Scored,goal,99.5,50,856640,Mads Hermansen,28.49,95.83,1,True,88.5,50,188307,scored,2,100,54,,shootout
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036586,goal,low-left,6088303,29.03,74.67,Czech Republic,21,6,A,0,Low - Fallback,,1,right-foot,,goal,99.8,49.5,964140,Jakub Surovčík,29.03,74.67,1,True,88.5,50,188307,,,100,53.9,57,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036575,goal,low-right,6087749,70.97,95.83,Czech Republic,21,6,A,0,Low - Fallback,,2,right-foot,,goal,0.6,50,837006,Hugo Jan Bačkovský,70.97,95.83,0,False,11.5,50,188307,,,0,53.9,32,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036571,goal,low-centre,6087250,50,86.33,Czech Republic,21,6,A,0,Low - Fallback,,0,right-foot,,goal,99.8,49.5,124294,Tomáš Koubek,50,86.33,1,True,88.5,50,188307,,,100,50,59,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036536,goal,low-left,6085568,29.03,68.33,Czech Republic,21,6,A,0,Low - Fallback,,1,right-foot,,goal,99.3,50,68925,Jan Hanuš,29.03,68.33,2,True,88.5,50,188307,,,100,53.9,38,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,14036405,goal,low-right,6080750,69.89,90.5,Czech Republic,21,6,A,0,Low - Fallback,,0,right-foot,,goal,98.6,50,1083227,Adam Jagrik,69.89,90.5,2,True,88.5,50,188307,,,100,46.3,40,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,13790893,goal,high-left,6075655,26.34,64.17,Czech Republic,21,6,A,0,Low - Fallback,,3,right-foot,,goal,0.6,49.6,,,27.42,68.33,0,False,11.5,50,188307,,,0,45.8,52,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12580617,goal,low-centre,6074013,41.4,74.67,Czech Republic,21,6,A,0,Low - Fallback,,0,right-foot,,goal,98.8,50,,,44.62,69.33,2,True,88.5,50,188307,,,100,51,18,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12580775,goal,low-left,6073033,27.96,85.17,Czech Republic,21,6,A,0,Low - Fallback,,2,right-foot,,goal,0.6,50.2,,,29.03,83.17,1,False,11.5,50,188307,,,0,46.1,42,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12580665,goal,low-centre,6070129,56.99,77.83,Czech Republic,21,6,A,0,Low - Fallback,,1,right-foot,,goal,0.5,49.8,,,55.38,77.83,0,False,11.5,50,188307,,,0,51,15,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12580707,goal,low-left,6069126,31.72,71.5,Czech Republic,21,6,A,0,Low - Fallback,,0,right-foot,,goal,98.9,50,,,31.72,71.5,1,True,88.5,50,188307,,,100,53.4,33,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12580647,goal,high-left,6067484,34.41,61,Czech Republic,21,6,A,0,Low - Fallback,1,0,right-foot,,goal,99.7,50.2,,,34.41,61,2,True,88.5,50,188307,,,100,52.9,45,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,12104601,goal,low-left,6058295,39.25,87.33,Czech Republic,21,6,A,0,Low - Fallback,,0,,Scored,,,,,,,,1,True,,,188307,scored,2,,,,shootout
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,11608761,goal,low-left,6058296,25.27,72.5,Czech Republic,21,6,A,0,Low - Fallback,,0,,,,,,,,,,1,True,,,188307,,,,,35,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,11608754,goal,low-centre,6058297,53.23,76.83,Czech Republic,21,6,A,0,Low - Fallback,,1,,,,,,,,,,0,False,,,188307,,,,,69,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,11367604,goal,low-left,329927,39.78,83.17,Czech Republic,21,6,A,0,Low - Fallback,1,0,,,,,,,,,,2,True,,,188307,,,,,45,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,11367604,goal,low-centre,301908,50,70.5,Czech Republic,21,6,A,0,Low - Fallback,1,0,,,,,,,,,,2,True,,,188307,,,,,45,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10845237,goal,high-centre,44442,50,41,Czech Republic,21,6,A,0,Low - Fallback,,0,,,,,,,,,,3,True,,,188307,,,,,79,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10640567,goal,low-left,44443,38.17,90.5,Czech Republic,21,6,A,0,Low - Fallback,,2,,,,,,,,,,1,True,,,188307,,,,,51,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10405102,goal,low-centre,44444,44.62,68.33,Czech Republic,21,6,A,0,Low - Fallback,,0,,,,,,,,,,1,True,,,188307,,,,,3,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10405098,goal,low-centre,46699,44.62,83.17,Czech Republic,21,6,A,0,Low - Fallback,,2,,,,,,,,,,1,False,,,188307,,,,,34,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10520883,miss,close-right,29379,91.94,63,Czech Republic,21,6,A,0,Low - Fallback,,,,,,,,,,,,,True,,,188307,,,,,27,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10520882,goal,high-centre,29380,47.85,65.67,Czech Republic,21,6,A,0,Low - Fallback,,1,,,,,,,,,,1,False,,,188307,,,,,41,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,10461273,goal,low-centre,29381,50.54,68.33,Czech Republic,21,6,A,0,Low - Fallback,,1,,,,,,,,,,0,False,,,188307,,,,,6,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,9588733,goal,high-centre,29382,51.61,66.17,Czech Republic,21,6,A,0,Low - Fallback,,2,,,,,,,,,,1,False,,,188307,,,,,50,match_penalty
188307,Tomáš Chorý,Tomáš Chorý,F,SK Slavia Praha,26,27,9686680,goal,low-centre,29383,50,71.33,Czech Republic,21,6,A,0,Low - Fallback,,0,,,,,,,,,,3,True,,,188307,,5,,,,shootout
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,15697561,goal,low-left,6089629,27.42,80,Czech Republic,89,17,A,0,High,,2,right-foot,Scored,goal,99.7,50.4,871290,Lucas Perri,27.42,80,2,True,88.5,50,799041,scored,6,100,54.2,,shootout
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,15129795,goal,high-left,6089424,28.49,65.17,Czech Republic,89,17,A,0,High,,1,right-foot,Scored,goal,99.8,50.2,856640,Mads Hermansen,28.49,65.17,2,True,88.5,50,799041,scored,4,100,54,,shootout
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,15126912,goal,low-right,6089071,67.2,78.83,Czech Republic,89,17,A,0,High,,2,right-foot,Scored,goal,100,50,827362,Caoimhin Kelleher,67.2,78.83,2,True,88.5,50,799041,scored,4,100,46.8,,shootout
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,15579437,goal,high-right,6088452,69.89,61,Czech Republic,89,17,A,0,High,,2,right-foot,Scored,goal,99.9,49.8,827362,Caoimhin Kelleher,69.89,61,4,True,88.5,50,799041,scored,7,100,46.3,,shootout
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,12057875,goal,low-right,6066945,60.22,71.5,Czech Republic,89,17,A,0,High,,1,right-foot,,goal,99.4,50,,,60.22,71.5,3,True,88.5,50,799041,,,100,48.1,80,match_penalty
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,10752531,goal,high-centre,2588348,42.47,61,Czech Republic,89,17,A,0,High,,0,,,,,,,,,,1,True,,,799041,,,,,76,match_penalty
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,10023364,save,low-left,16882,35.48,93.67,Czech Republic,89,17,A,0,High,,,,,,,,,,,,,False,,,799041,goalkeeperSave,,,,61,match_penalty
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,8390978,goal,low-centre,16883,45.7,82,Czech Republic,89,17,A,0,High,,1,,,,,,,,,,1,True,,,799041,,,,,37,match_penalty
799041,Tomáš Souček,Tomáš Souček,M,West Ham United,8,9,8147974,goal,high-centre,6044253,41.4,43,Czech Republic,89,17,A,0,High,,1,,,,,,,,,,2,True,,,799041,,,,,46,match_penalty
