Name,Club,Nationality,Sofascore_ID,event_id,penalty_id,outcome,zone,x,y,player_total_scored,player_total_attempts
Zeki Amdouni,Burnley,Switzerland,990550,12057883,6068327,goal,low-right,66.67,68.33,9,9
Zeki Amdouni,Burnley,Switzerland,990550,11874019,6064870,goal,low-centre,45.16,94.67,9,9
Zeki Amdouni,Burnley,Switzerland,990550,11352463,6061432,goal,low-right,73.12,97.83,9,9
Zeki Amdouni,Burnley,Switzerland,990550,11137437,42595,goal,low-centre,41.4,97.83,9,9
Zeki Amdouni,Burnley,Switzerland,990550,11083617,40889,goal,high-centre,48.92,59.83,9,9
Zeki Amdouni,Burnley,Switzerland,990550,10390921,35248,goal,low-left,33.87,97.83,9,9
Zeki Amdouni,Burnley,Switzerland,990550,9592889,22064,goal,low-right,68.82,93.67,9,9
Zeki Amdouni,Burnley,Switzerland,990550,9592864,22065,goal,low-left,32.26,82,9,9
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,12439839,6069844,goal,low-centre,53.76,71.5,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,11605883,6059062,goal,low-centre,56.99,80,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,11367842,47494,goal,low-right,72.04,75.67,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10390939,43333,goal,low-right,65.59,77.83,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10390860,42522,save,low-left,30.65,74.67,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,11108600,45201,goal,high-right,69.35,56.83,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10390894,41277,goal,high-left,33.33,51.5,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10390969,37252,goal,low-right,70.97,86.33,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10390864,36606,goal,low-centre,47.85,80,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,10391009,5105,goal,low-right,74.19,87.33,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,9232117,5106,goal,high-centre,58.6,52.5,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,8257025,6053185,save,low-left,38.71,92.67,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,8257015,6053186,goal,low-left,31.72,72.5,12,14
Cedric Itten,Fortuna Düsseldorf,Switzerland,352290,8256990,6053187,goal,low-left,39.25,82,12,14
Marquinhos,Paris Saint-Germain,Brazil,155995,10230640,31202,post,left,22.04,94.67,2,3
Marquinhos,Paris Saint-Germain,Brazil,155995,9491107,15943,goal,low-left,27.42,90.5,2,3
Marquinhos,Paris Saint-Germain,Brazil,155995,8204307,6048628,goal,low-right,71.51,72.5,2,3
Casemiro,Manchester United,Brazil,122951,13455808,6073356,goal,high-left,33.87,51.5,4,5
Casemiro,Manchester United,Brazil,122951,12374681,6065167,goal,low-right,60.22,90.5,4,5
Casemiro,Manchester United,Brazil,122951,12168337,6061242,save,low-centre,43.01,77.83,4,5
Casemiro,Manchester United,Brazil,122951,11143371,6058166,goal,low-right,67.2,96.83,4,5
Casemiro,Manchester United,Brazil,122951,10230640,31041,goal,low-left,29.03,76.83,4,5
Vinícius Júnior,Real Madrid,Brazil,868812,14081807,6089116,goal,low-left,35.48,76.83,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,15631365,6088784,goal,low-right,63.44,95.83,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,15631329,6088515,save,low-right,60.22,94.67,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,14083418,6086871,goal,low-centre,56.45,87.33,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,14083418,6086870,goal,low-left,34.95,94.67,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,14083099,6083177,save,low-centre,44.09,74.67,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,14083620,6081217,goal,low-left,34.41,92.67,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12437577,6074898,save,low-centre,59.14,92.67,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,13511924,6073833,miss,close-high-right,86.56,7.33,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,13231719,6070964,goal,low-centre,41.94,76.83,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12995966,6069815,save,low-left,32.8,85.17,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12764432,6069623,goal,low-centre,50,72.5,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12437728,6067137,goal,low-left,29.03,99,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12437669,6066521,goal,low-right,69.35,70.5,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,12173506,6061588,goal,low-centre,54.84,76.83,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,11368670,6061255,goal,low-right,61.29,87.33,12,17
Vinícius Júnior,Real Madrid,Brazil,868812,11966053,6058534,goal,low-left,32.8,92.67,12,17
Bruno Guimarães,Newcastle United,Brazil,866469,14025179,6086403,goal,low-right,70.43,90.5,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,15197286,6085388,save,low-left,30.65,91.5,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,14025052,6085256,goal,low-right,70.97,99,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,12709450,6066484,goal,low-right,72.04,69.33,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,12049894,6056904,goal,low-centre,53.76,69.33,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,11798061,4840888,goal,low-right,70.97,91.5,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,10629320,7754,miss,close-high,38.71,9.67,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,9689339,7755,goal,low-left,27.42,80,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,8738799,7756,goal,low-right,66.13,76.83,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,9395748,7757,goal,low-left,32.8,94.67,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,8322885,7758,goal,low-centre,46.77,68.33,10,12
Bruno Guimarães,Newcastle United,Brazil,866469,8241628,6044173,goal,low-left,27.96,95.83,10,12
Matheus Cunha,Manchester United,Brazil,886363,14425848,6079667,save,low-right,60.22,95.83,6,9
Matheus Cunha,Manchester United,Brazil,886363,11352392,5978030,goal,low-right,67.2,95.83,6,9
Matheus Cunha,Manchester United,Brazil,886363,11955799,5620974,goal,low-left,26.88,96.83,6,9
Matheus Cunha,Manchester United,Brazil,886363,11955799,5386105,goal,low-left,28.49,91.5,6,9
Matheus Cunha,Manchester United,Brazil,886363,10953385,32910,goal,low-right,62.37,84.17,6,9
Matheus Cunha,Manchester United,Brazil,886363,9484304,25396,save,low-left,33.33,80,6,9
Matheus Cunha,Manchester United,Brazil,886363,8833536,25397,save,low-right,62.9,85.17,6,9
Matheus Cunha,Manchester United,Brazil,886363,8833487,25398,goal,low-right,60.22,97.83,6,9
Matheus Cunha,Manchester United,Brazil,886363,8833503,25399,goal,low-centre,54.84,97.83,6,9
Neymar,Santos,Brazil,124712,15237947,6088875,goal,low-left,37.63,71.5,60,72
Neymar,Santos,Brazil,124712,13472584,6084311,goal,low-right,66.13,95.83,60,72
Neymar,Santos,Brazil,124712,13472878,6078414,goal,low-centre,46.77,99,60,72
Neymar,Santos,Brazil,124712,13742614,6076458,goal,low-left,26.88,89.5,60,72
Neymar,Santos,Brazil,124712,13193956,6072750,goal,low-left,30.11,96.83,60,72
Neymar,Santos,Brazil,124712,11453002,2152253,save,low-left,33.87,83.17,60,72
Neymar,Santos,Brazil,124712,11518410,1303414,save,low-left,39.25,93.67,60,72
Neymar,Santos,Brazil,124712,10230633,30302,goal,low-right,67.2,94.67,60,72
Neymar,Santos,Brazil,124712,10390087,16140,goal,low-left,31.18,93.67,60,72
Neymar,Santos,Brazil,124712,10389927,16141,goal,low-left,37.1,99,60,72
Neymar,Santos,Brazil,124712,10346510,16142,goal,low-right,63.98,95.83,60,72
Neymar,Santos,Brazil,124712,9594913,16143,goal,low-left,37.63,80,60,72
Neymar,Santos,Brazil,124712,9594870,16144,goal,low-left,25.81,80,60,72
Neymar,Santos,Brazil,124712,8524231,16145,goal,low-left,28.49,93.67,60,72
Neymar,Santos,Brazil,124712,9594817,16146,save,low-centre,58.6,96.83,60,72
Neymar,Santos,Brazil,124712,9594607,16147,goal,low-right,62.37,99,60,72
Neymar,Santos,Brazil,124712,8516453,16148,goal,low-centre,59.68,91.5,60,72
Neymar,Santos,Brazil,124712,8545993,16149,goal,low-right,67.2,78.83,60,72
Neymar,Santos,Brazil,124712,8738768,16150,miss,close-right,88.17,95.33,60,72
Neymar,Santos,Brazil,124712,8738824,16151,goal,low-right,66.13,99,60,72
Neymar,Santos,Brazil,124712,9491107,16152,goal,low-left,33.33,97.83,60,72
Neymar,Santos,Brazil,124712,8738850,16153,goal,low-left,32.26,84.17,60,72
Neymar,Santos,Brazil,124712,8738595,16154,goal,low-centre,41.94,94.67,60,72
Neymar,Santos,Brazil,124712,8738595,16155,goal,low-centre,42.47,99,60,72
Neymar,Santos,Brazil,124712,9235362,16156,goal,low-centre,59.14,99,60,72
Neymar,Santos,Brazil,124712,8738746,16157,goal,low-right,65.59,87.33,60,72
Neymar,Santos,Brazil,124712,9091914,16158,goal,low-right,67.2,97.83,60,72
Neymar,Santos,Brazil,124712,9015926,16160,goal,low-left,27.96,99,60,72
Neymar,Santos,Brazil,124712,9015926,16159,goal,low-left,30.65,97.83,60,72
Neymar,Santos,Brazil,124712,8709820,16161,goal,low-left,25.81,90.5,60,72
Neymar,Santos,Brazil,124712,8580657,16162,goal,low-right,63.44,99,60,72
Neymar,Santos,Brazil,124712,8246146,16163,goal,low-left,32.8,74.67,60,72
Neymar,Santos,Brazil,124712,8515738,16164,goal,low-centre,40.86,97.83,60,72
Neymar,Santos,Brazil,124712,8246130,16165,goal,low-left,32.8,96.83,60,72
Neymar,Santos,Brazil,124712,8246111,16166,post,right,78.49,81,60,72
Neymar,Santos,Brazil,124712,8246086,16167,goal,low-right,70.97,89.5,60,72
Neymar,Santos,Brazil,124712,7823139,6051654,goal,low-left,31.18,99,60,72
Neymar,Santos,Brazil,124712,8185165,6051655,goal,low-centre,40.32,95.83,60,72
Neymar,Santos,Brazil,124712,7821480,6051656,goal,low-right,68.28,99,60,72
Neymar,Santos,Brazil,124712,7821551,6051657,goal,low-right,73.12,97.83,60,72
Neymar,Santos,Brazil,124712,7821503,6051658,goal,low-left,37.63,92.67,60,72
Neymar,Santos,Brazil,124712,7821404,6051659,goal,low-right,65.59,99,60,72
Neymar,Santos,Brazil,124712,7438548,6051660,goal,low-left,27.42,97.83,60,72
Neymar,Santos,Brazil,124712,7438570,6051661,goal,low-left,30.65,82,60,72
Neymar,Santos,Brazil,124712,7669384,6051662,goal,low-right,71.51,97.83,60,72
Neymar,Santos,Brazil,124712,7438596,6051663,goal,low-left,32.8,99,60,72
Neymar,Santos,Brazil,124712,7438445,6051664,goal,low-left,32.8,96.83,60,72
Neymar,Santos,Brazil,124712,6834065,6051665,save,low-left,34.41,84.17,60,72
Neymar,Santos,Brazil,124712,7296666,6051666,goal,low-right,64.52,85.17,60,72
Neymar,Santos,Brazil,124712,7313033,6051667,goal,low-left,25.81,92.67,60,72
Neymar,Santos,Brazil,124712,7302423,6051668,goal,low-centre,43.01,86.33,60,72
Neymar,Santos,Brazil,124712,7191426,6051669,save,low-left,37.63,87.33,60,72
Neymar,Santos,Brazil,124712,7127472,6051670,goal,low-left,37.1,96.83,60,72
Neymar,Santos,Brazil,124712,6834017,6051671,goal,low-left,29.03,94.67,60,72
Neymar,Santos,Brazil,124712,6807711,6051672,goal,low-centre,48.39,94.67,60,72
Neymar,Santos,Brazil,124712,6807652,6051673,goal,low-left,39.78,75.67,60,72
Neymar,Santos,Brazil,124712,6993798,6051674,post,right,77.96,73.67,60,72
Neymar,Santos,Brazil,124712,6807555,6051675,post,high,67.2,33.5,60,72
Neymar,Santos,Brazil,124712,6874333,6051676,save,low-left,39.78,91.5,60,72
Neymar,Santos,Brazil,124712,6874336,6051677,goal,low-centre,41.94,97.83,60,72
Neymar,Santos,Brazil,124712,6807475,6051678,goal,low-right,72.04,96.83,60,72
Neymar,Santos,Brazil,124712,6807475,6051679,goal,low-left,38.17,99,60,72
Neymar,Santos,Brazil,124712,6807445,6051680,goal,low-left,30.65,99,60,72
Neymar,Santos,Brazil,124712,6807407,6051681,miss,close-high,52.69,14.33,60,72
Neymar,Santos,Brazil,124712,5764794,6051682,goal,low-right,66.13,99,60,72
Neymar,Santos,Brazil,124712,6667410,6051683,save,low-left,32.26,76.83,60,72
Neymar,Santos,Brazil,124712,4768142,6078022,goal,low-left,26.88,94.67,60,72
Neymar,Santos,Brazil,124712,4768142,6051684,goal,low-left,30.11,96.83,60,72
Neymar,Santos,Brazil,124712,4768710,6077669,goal,high-left,29.03,57.83,60,72
Neymar,Santos,Brazil,124712,4768710,6051685,goal,high-left,28.49,62,60,72
Neymar,Santos,Brazil,124712,4060885,6051686,goal,low-left,30.11,97.83,60,72
Neymar,Santos,Brazil,124712,2506164,6051687,goal,low-centre,42.47,99,60,72
Raphinha,Barcelona,Brazil,831005,14083617,6088719,goal,high-centre,48.39,59.83,20,21
Raphinha,Barcelona,Brazil,831005,14083617,6088718,goal,low-left,26.88,94.67,20,21
Raphinha,Barcelona,Brazil,831005,15497189,6087963,goal,low-left,38.71,97.83,20,21
Raphinha,Barcelona,Brazil,831005,14566653,6086074,goal,low-right,72.58,80,20,21
Raphinha,Barcelona,Brazil,831005,14083190,6084997,goal,low-left,34.41,92.67,20,21
Raphinha,Barcelona,Brazil,831005,12437521,6075380,goal,high-right,63.98,64.17,20,21
Raphinha,Barcelona,Brazil,831005,13129489,6074183,goal,low-left,37.1,96.83,20,21
Raphinha,Barcelona,Brazil,831005,12437816,6070490,goal,low-right,67.74,86.33,20,21
Raphinha,Barcelona,Brazil,831005,12851456,6068321,goal,low-left,29.57,85.17,20,21
Raphinha,Barcelona,Brazil,831005,12851456,6068320,goal,low-right,71.51,84.17,20,21
Raphinha,Barcelona,Brazil,831005,11368630,6062110,goal,low-right,69.35,97.83,20,21
Raphinha,Barcelona,Brazil,831005,9576312,26367,goal,high-right,70.97,63,20,21
Raphinha,Barcelona,Brazil,831005,9576378,26368,goal,high-right,67.74,56.83,20,21
Raphinha,Barcelona,Brazil,831005,9576139,26369,goal,low-centre,40.32,97.83,20,21
Raphinha,Barcelona,Brazil,831005,9576178,26370,goal,low-centre,59.14,82,20,21
Raphinha,Barcelona,Brazil,831005,8246053,26371,goal,low-left,39.25,78.83,20,21
Raphinha,Barcelona,Brazil,831005,8184918,6046417,goal,low-right,69.35,71.5,20,21
Raphinha,Barcelona,Brazil,831005,8104376,6046418,goal,low-right,69.35,72.5,20,21
Raphinha,Barcelona,Brazil,831005,7473249,6046419,goal,low-right,69.35,76.83,20,21
Raphinha,Barcelona,Brazil,831005,7473163,6046420,save,low-left,29.03,78.83,20,21
Raphinha,Barcelona,Brazil,831005,7473138,6046421,goal,low-left,34.41,96.83,20,21
Léo Pereira,Flamengo,Brazil,358548,15648858,6088381,goal,high-centre,40.86,56.83,4,6
Léo Pereira,Flamengo,Brazil,358548,15219076,6085169,save,low-centre,50,76.83,4,6
Léo Pereira,Flamengo,Brazil,358548,14508121,6080727,goal,high-right,70.97,48.33,4,6
Léo Pereira,Flamengo,Brazil,358548,10704346,8336,goal,high-left,37.63,61,4,6
Léo Pereira,Flamengo,Brazil,358548,10049366,8337,goal,high-centre,48.39,48.33,4,6
Léo Pereira,Flamengo,Brazil,358548,8733145,8338,miss,high,47.85,0,4,6
Douglas Santos,Zenit Saint Petersburg,Brazil,243583,11098134,40683,save,low-centre,48.92,68.33,0,1
Fabinho,Al-Ittihad,Brazil,243585,15884781,6090015,goal,low-centre,47.31,99,35,38
Fabinho,Al-Ittihad,Brazil,243585,15168115,6089067,goal,high-left,30.65,52.5,35,38
Fabinho,Al-Ittihad,Brazil,243585,14773759,6088134,goal,low-left,27.42,78.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,12624389,6075335,save,low-right,61.83,85.17,35,38
Fabinho,Al-Ittihad,Brazil,243585,13317526,6074774,goal,low-left,26.34,85.17,35,38
Fabinho,Al-Ittihad,Brazil,243585,13054052,6071335,goal,low-left,29.03,67.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,11453234,6064541,save,low-centre,52.69,96.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,11474645,2017213,goal,low-centre,48.39,78.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,9576236,11675,goal,high-left,26.34,57.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,10083121,11676,goal,low-centre,51.08,76.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,9576332,11677,goal,low-right,65.59,93.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,9999936,11678,goal,low-left,30.11,75.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,8848591,11679,goal,low-left,32.26,76.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,8231996,6050362,goal,low-right,65.05,96.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,7438737,6050363,goal,low-right,72.58,88.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,7438589,6050364,goal,low-right,65.59,94.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7663272,6050365,goal,low-right,74.73,78.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,7438740,6050366,goal,low-left,26.34,94.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7438394,6050367,goal,low-right,67.2,99,35,38
Fabinho,Al-Ittihad,Brazil,243585,7363961,6050368,miss,close-left,11.83,90.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7080136,6050369,goal,low-left,27.96,73.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7080102,6050370,goal,low-right,72.58,93.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7080095,6050371,goal,low-centre,51.61,71.5,35,38
Fabinho,Al-Ittihad,Brazil,243585,7079972,6050372,goal,low-left,27.42,83.17,35,38
Fabinho,Al-Ittihad,Brazil,243585,7079907,6050373,goal,low-right,66.67,74.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7079880,6050374,goal,low-left,27.42,91.5,35,38
Fabinho,Al-Ittihad,Brazil,243585,7161183,6050375,goal,high-left,27.96,48.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,7161173,6050376,goal,low-right,62.37,75.67,35,38
Fabinho,Al-Ittihad,Brazil,243585,7079581,6050377,goal,low-left,29.57,97.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,6771080,6050378,goal,low-right,68.28,85.17,35,38
Fabinho,Al-Ittihad,Brazil,243585,6771004,6050379,goal,low-centre,53.76,67.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,6770816,6050380,goal,low-left,31.72,86.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,6964881,6050381,goal,high-left,36.02,62.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,6964881,6050382,goal,low-left,33.33,78.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,6770800,6050383,goal,low-left,35.48,68.33,35,38
Fabinho,Al-Ittihad,Brazil,243585,6770506,6050384,goal,low-left,36.56,90.5,35,38
Fabinho,Al-Ittihad,Brazil,243585,6770488,6050385,goal,low-left,36.56,96.83,35,38
Fabinho,Al-Ittihad,Brazil,243585,6652185,6050386,goal,low-left,26.34,72.5,35,38
Endrick,Lyon,Brazil,1174937,15492899,6088089,goal,low-right,60.22,78.83,2,3
Endrick,Lyon,Brazil,1174937,14064467,6085936,goal,low-left,27.96,97.83,2,3
Endrick,Lyon,Brazil,1174937,11067480,6059152,save,low-right,62.37,94.67,2,3
Lucas Paquetá,Flamengo,Brazil,839981,15832766,6091808,goal,low-left,30.11,96.83,13,14
Lucas Paquetá,Flamengo,Brazil,839981,15648858,6088376,goal,low-right,63.44,91.5,13,14
Lucas Paquetá,Flamengo,Brazil,839981,14025272,6085050,goal,low-right,67.2,95.83,13,14
Lucas Paquetá,Flamengo,Brazil,839981,14025109,6079804,goal,low-left,34.41,99,13,14
Lucas Paquetá,Flamengo,Brazil,839981,12436465,6070933,goal,low-right,69.35,86.33,13,14
Lucas Paquetá,Flamengo,Brazil,839981,12436877,6066007,goal,low-left,32.8,80,13,14
Lucas Paquetá,Flamengo,Brazil,839981,11886398,6063172,miss,close-right,94.09,44.5,13,14
Lucas Paquetá,Flamengo,Brazil,839981,11886398,6063171,goal,low-right,66.13,74.67,13,14
Lucas Paquetá,Flamengo,Brazil,839981,11352384,6060494,goal,low-right,73.66,80,13,14
Lucas Paquetá,Flamengo,Brazil,839981,11352418,758009,goal,low-right,69.89,93.67,13,14
Lucas Paquetá,Flamengo,Brazil,839981,11137444,42839,goal,high-right,65.05,51.5,13,14
Lucas Paquetá,Flamengo,Brazil,839981,10385417,32639,goal,high-right,67.74,57.83,13,14
Lucas Paquetá,Flamengo,Brazil,839981,9611307,16879,goal,high-left,29.03,64.17,13,14
Lucas Paquetá,Flamengo,Brazil,839981,9395748,16880,goal,low-right,66.67,75.67,13,14
Luiz Henrique,Zenit Saint Petersburg,Brazil,1035995,14036746,6091214,post,high,74.19,33.5,1,2
Luiz Henrique,Zenit Saint Petersburg,Brazil,1035995,12117182,6064771,goal,low-centre,53.23,94.67,1,2
Gabriel Martinelli,Arsenal,Brazil,922573,11886596,6063932,goal,low-centre,59.68,71.5,4,5
Gabriel Martinelli,Arsenal,Brazil,922573,11083520,40884,save,low-centre,56.99,82,4,5
Gabriel Martinelli,Arsenal,Brazil,922573,9576311,22468,goal,low-right,66.13,92.67,4,5
Gabriel Martinelli,Arsenal,Brazil,922573,9689339,22469,goal,high-right,69.35,65.17,4,5
Gabriel Martinelli,Arsenal,Brazil,922573,8428925,22470,goal,low-right,69.89,76.83,4,5
Roger Ibañez,Al-Ahli,Brazil,888949,12541801,6065628,miss,close-high,52.15,19,0,2
Roger Ibañez,Al-Ahli,Brazil,888949,11292198,44821,save,low-left,26.34,96.83,0,2
Igor Thiago,Brentford,Brazil,1016907,14023945,6090841,goal,low-right,64.52,88.33,18,21
Igor Thiago,Brentford,Brazil,1016907,14025022,6089783,goal,low-left,27.42,94.67,18,21
Igor Thiago,Brentford,Brazil,1016907,15579437,6088460,goal,low-left,39.25,73.67,18,21
Igor Thiago,Brentford,Brazil,1016907,15579437,6088459,goal,low-right,63.44,91.5,18,21
Igor Thiago,Brentford,Brazil,1016907,14025179,6086414,goal,low-left,32.26,95.83,18,21
Igor Thiago,Brentford,Brazil,1016907,14025096,6084158,goal,low-left,32.26,97.83,18,21
Igor Thiago,Brentford,Brazil,1016907,14025069,6083883,goal,low-left,32.8,94.67,18,21
Igor Thiago,Brentford,Brazil,1016907,14025069,6083882,save,low-left,36.56,92.67,18,21
Igor Thiago,Brentford,Brazil,1016907,14025017,6083603,goal,low-right,62.37,88.33,18,21
Igor Thiago,Brentford,Brazil,1016907,14025259,6082704,goal,low-centre,54.84,99,18,21
Igor Thiago,Brentford,Brazil,1016907,14025028,6079148,goal,low-centre,49.46,95.83,18,21
Igor Thiago,Brentford,Brazil,1016907,12163321,6060858,save,low-left,37.63,76.83,18,21
Igor Thiago,Brentford,Brazil,1016907,11369949,5500100,goal,low-right,72.58,94.67,18,21
Igor Thiago,Brentford,Brazil,1016907,11369942,5216414,goal,high-centre,59.14,61,18,21
Igor Thiago,Brentford,Brazil,1016907,11369936,4911447,save,low-left,33.87,86.33,18,21
Igor Thiago,Brentford,Brazil,1016907,11369936,4911448,goal,low-centre,44.62,93.67,18,21
Igor Thiago,Brentford,Brazil,1016907,11369927,4794536,goal,low-left,38.71,77.83,18,21
Igor Thiago,Brentford,Brazil,1016907,11369927,4794537,goal,high-right,73.66,55.67,18,21
Igor Thiago,Brentford,Brazil,1016907,11608837,3583265,goal,low-left,32.8,94.67,18,21
Igor Thiago,Brentford,Brazil,1016907,11502223,418146,goal,low-right,68.82,96.83,18,21
Igor Thiago,Brentford,Brazil,1016907,11369789,124649,goal,high-centre,46.77,57.83,18,21
Rayan,Bournemouth,Brazil,1464966,14947564,6084783,goal,high-right,69.35,65.17,4,4
Rayan,Bournemouth,Brazil,1464966,13472784,6081053,goal,low-left,26.34,67.33,4,4
Rayan,Bournemouth,Brazil,1464966,14415856,6080126,goal,high-right,71.51,66.17,4,4
Rayan,Bournemouth,Brazil,1464966,13472900,6079119,goal,low-left,32.8,68.33,4,4
Martin Expérience,Nancy,Haiti,1110369,15262369,6085489,goal,low-centre,43.01,95.83,1,1
Jean-Kévin Duverne,Gent,Haiti,845930,8221444,6048616,goal,high-right,66.67,54.67,1,1
Duke Lacroix,Colorado Springs Switchbacks,Haiti,884301,13896259,6076938,goal,low-right,60.22,83.17,1,1
Leverton Pierre,Vizela,Haiti,912050,10903550,45386,save,low-left,36.02,73.67,0,1
Carl Sainté,El Paso Locomotive FC,Haiti,1002387,13714881,6075288,goal,high-left,27.42,64.17,4,5
Carl Sainté,El Paso Locomotive FC,Haiti,1002387,12068612,6059802,goal,high-left,30.65,55.67,4,5
Carl Sainté,El Paso Locomotive FC,Haiti,1002387,12068612,6059803,goal,high-left,33.33,38.83,4,5
Carl Sainté,El Paso Locomotive FC,Haiti,1002387,12068638,6059603,save,high-left,34.41,64.17,4,5
Carl Sainté,El Paso Locomotive FC,Haiti,1002387,10249988,45385,goal,low-right,69.35,95.83,4,5
Jean-Ricner Bellegarde,Wolverhampton Wanderers,Haiti,845273,10903561,32684,save,low-right,64.52,73.67,0,2
Jean-Ricner Bellegarde,Wolverhampton Wanderers,Haiti,845273,8525433,12346,post,left,22.04,61,0,2
Dominique Simon,Tatran Prešov,Haiti,1187376,12580779,6072984,save,low-centre,41.4,93.67,0,1
Duckens Nazon,Esteghlal,Haiti,796023,14270907,6080336,save,low-left,35.48,94.67,6,7
Duckens Nazon,Esteghlal,Haiti,796023,12441462,6069847,goal,low-left,30.65,93.67,6,7
Duckens Nazon,Esteghlal,Haiti,796023,12441454,6068306,goal,low-left,28.49,92.67,6,7
Duckens Nazon,Esteghlal,Haiti,796023,12441450,6068167,goal,low-left,27.96,91.5,6,7
Duckens Nazon,Esteghlal,Haiti,796023,11232149,45746,goal,low-centre,56.99,95.83,6,7
Duckens Nazon,Esteghlal,Haiti,796023,8407068,45387,goal,low-left,30.65,96.83,6,7
Duckens Nazon,Esteghlal,Haiti,796023,7831269,6050839,goal,low-left,26.88,95.17,6,7
Frantzdy Pierrot,Çaykur Rizespor,Haiti,943278,12441454,6068299,goal,low-centre,46.77,91.5,3,4
Frantzdy Pierrot,Çaykur Rizespor,Haiti,943278,12444834,6065917,miss,high,50.54,0,3,4
Frantzdy Pierrot,Çaykur Rizespor,Haiti,943278,11870189,4949135,goal,high-left,39.25,54.67,3,4
Frantzdy Pierrot,Çaykur Rizespor,Haiti,943278,9595443,28818,goal,low-right,65.59,97.83,3,4
Derrick Etienne Jr.,Toronto FC,Haiti,828012,12165788,6065791,goal,low-right,71.51,94.67,2,3
Derrick Etienne Jr.,Toronto FC,Haiti,828012,12307689,6062283,goal,low-right,72.58,90.5,2,3
Derrick Etienne Jr.,Toronto FC,Haiti,828012,7683850,6055730,save,low-left,39.25,89.5,2,3
Ruben Providence,Almere City,Haiti,954066,11387597,307087,save,low-right,61.29,99,0,1
Josué Casimir,Auxerre,Haiti,1035986,14061182,6079149,post,high,44.62,34.67,0,1
Wilson Isidor,Sunderland,Haiti,877980,12468521,6071645,save,low-left,31.18,94.67,3,5
Wilson Isidor,Sunderland,Haiti,877980,12468521,6071646,save,low-left,34.95,80,3,5
