Name,Club,Nationality,Sofascore_ID,event_id,penalty_id,outcome,zone,x,y,player_total_scored,player_total_attempts
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,15129795,6089455,save,low-right,68.82,95.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,15126912,6089069,goal,high-left,33.33,57.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,12288483,6061869,goal,low-left,29.03,95.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11367387,6061550,goal,low-left,27.42,87.33,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11500227,587639,post,high,71.51,35.67,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11367608,146634,goal,high-centre,41.94,50.5,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11367608,104107,goal,high-centre,50,64.17,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11251214,44637,goal,low-left,27.96,83.17,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,11251231,44423,goal,low-left,27.42,86.33,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405222,44424,goal,high-left,31.72,56.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405107,44425,goal,low-right,74.19,94.67,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405104,44426,goal,high-left,27.42,59.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405304,40902,goal,low-left,33.33,88.33,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405279,40903,goal,low-left,25.81,95.83,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,10405192,44638,goal,low-left,29.03,67.33,13,16
Ladislav Krejčí,Wolverhampton Wanderers,Czech Republic,856250,9588654,40904,save,low-right,69.89,76.83,13,16
Tomáš Souček,West Ham United,Czech Republic,799041,15697561,6089629,goal,low-left,27.42,80,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,15129795,6089424,goal,high-left,28.49,65.17,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,15126912,6089071,goal,low-right,67.2,78.83,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,15579437,6088452,goal,high-right,69.89,61,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,12057875,6066945,goal,low-right,60.22,71.5,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,10752531,2588348,goal,high-centre,42.47,61,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,10023364,16882,save,low-left,35.48,93.67,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,8390978,16883,goal,low-centre,45.7,82,8,9
Tomáš Souček,West Ham United,Czech Republic,799041,8147974,6044253,goal,high-centre,41.4,43,8,9
Vladimír Darida,Hradec Králové,Czech Republic,109002,14036463,6090573,goal,low-right,69.35,96.83,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,14029226,6090232,goal,low-right,74.19,71.5,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,10352175,17028,goal,low-right,70.97,96.83,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,8365199,17029,goal,high-left,27.96,54.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,8078574,17030,goal,low-centre,44.62,74.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,6828222,6050052,goal,low-right,72.58,93.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,7264717,6050053,save,low-right,62.37,74.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,7093251,6050054,goal,high-right,69.35,54.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,6335662,6050055,save,low-left,33.87,94.67,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,5615008,6050056,goal,low-right,74.19,96.83,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,5614958,6050057,save,low-left,39.78,88.33,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,5614940,6050058,goal,low-left,31.72,91.5,10,13
Vladimír Darida,Hradec Králové,Czech Republic,109002,5614866,6050059,goal,low-right,72.04,99,10,13
Lukáš Provod,Slavia Prague,Czech Republic,846122,10642170,29074,save,low-left,30.65,87.33,1,2
Lukáš Provod,Slavia Prague,Czech Republic,846122,10405114,44390,goal,low-centre,48.92,76.83,1,2
Michal Sadílek,Slavia Prague,Czech Republic,825731,15129795,6089388,goal,low-right,70.43,85.17,1,1
Pavel Šulc,Lyon,Czech Republic,957604,14572718,6080951,save,low-right,61.29,88.33,8,12
Pavel Šulc,Lyon,Czech Republic,957604,13790894,6075898,goal,low-left,29.03,95.83,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12580775,6073007,goal,low-left,29.57,87.33,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12764299,6071828,save,low-right,65.59,96.83,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12580692,6070444,goal,low-left,35.48,95.83,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12449496,6064513,save,low-left,30.11,93.67,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12449496,6064487,save,low-centre,50,82,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12460617,6064158,goal,low-right,67.74,94.67,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12288481,6062042,goal,low-right,70.97,86.33,8,12
Pavel Šulc,Lyon,Czech Republic,957604,12104601,6058293,goal,low-left,28.49,72.5,8,12
Pavel Šulc,Lyon,Czech Republic,957604,11367600,556219,goal,low-left,27.42,96.83,8,12
Pavel Šulc,Lyon,Czech Republic,957604,11367600,527663,goal,low-centre,49.46,68.33,8,12
Lukáš Červ,Viktoria Plzeň,Czech Republic,952114,9588661,44482,goal,low-left,37.1,89.5,1,1
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,12580755,6072773,save,low-left,37.63,93.67,4,6
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,11367424,6059651,save,low-left,29.57,87.33,4,6
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,11367469,6041595,goal,high-right,73.12,58.83,4,6
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,8830656,46845,goal,low-centre,44.09,92.67,4,6
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,8830532,46846,goal,high-left,31.72,66.17,4,6
Tomáš Ladra,Viktoria Plzeň,Czech Republic,827568,8830449,46847,goal,low-left,27.42,91.5,4,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,13488600,6078326,goal,low-left,38.17,88.33,3,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,13065688,6072548,save,low-right,70.97,81,3,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,12649685,6065752,goal,high-right,73.12,63,3,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,9588726,29368,miss,close-left,5.91,88.5,3,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,9686680,29369,goal,high-centre,50,65,3,6
Pavel Bucha,FC Cincinnati,Czech Republic,911583,9152819,29370,save,low-right,72.58,95.83,3,6
Denis Višinský,Viktoria Plzeň,Czech Republic,1088727,15453088,6087625,goal,low-centre,51.61,70.5,2,2
Denis Višinský,Viktoria Plzeň,Czech Republic,1088727,12580709,6070700,goal,low-centre,48.92,85.17,2,2
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,14065238,6090787,goal,low-left,29.57,75.67,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,14065203,6089575,goal,low-left,31.18,96.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,15126912,6089073,goal,high-right,64.52,56.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,15126912,6089072,goal,low-left,36.56,94.67,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,14065076,6080164,goal,low-left,31.18,87.33,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,14065063,6079764,goal,low-centre,55.91,70.5,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,12499435,6076619,goal,low-right,69.35,96.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,12403050,6066037,goal,low-right,63.98,85.17,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,11396342,5148835,goal,low-left,33.33,91.5,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,10865992,39254,goal,low-left,27.96,95.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,10640505,10822,save,low-right,65.59,77.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,10023353,10823,post,high,45.7,32.5,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,9594403,10824,save,low-left,27.42,95.83,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,9594500,10825,goal,low-centre,50,67.33,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,8513117,10826,goal,low-left,33.87,87.33,13,16
Patrik Schick,Bayer Leverkusen,Czech Republic,280609,8078485,6048367,goal,high-left,27.42,47.33,13,16
Jan Kuchta,Sparta Prague,Czech Republic,824139,12288560,6062850,post,high,52.15,33.5,0,2
Jan Kuchta,Sparta Prague,Czech Republic,824139,8830480,40908,save,low-centre,43.01,70.5,0,2
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036473,6089623,goal,low-left,37.1,69.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,15129795,6089389,goal,low-left,28.49,95.83,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036586,6088303,goal,low-left,29.03,74.67,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036575,6087749,goal,low-right,70.97,95.83,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036571,6087250,goal,low-centre,50,86.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036536,6085568,goal,low-left,29.03,68.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,14036405,6080750,goal,low-right,69.89,90.5,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,13790893,6075655,goal,high-left,26.34,64.17,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12580617,6074013,goal,low-centre,41.4,74.67,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12580775,6073033,goal,low-left,27.96,85.17,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12580665,6070129,goal,low-centre,56.99,77.83,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12580707,6069126,goal,low-left,31.72,71.5,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12580647,6067484,goal,high-left,34.41,61,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,12104601,6058295,goal,low-left,39.25,87.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,11608761,6058296,goal,low-left,25.27,72.5,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,11608754,6058297,goal,low-centre,53.23,76.83,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,11367604,329927,goal,low-left,39.78,83.17,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,11367604,301908,goal,low-centre,50,70.5,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10845237,44442,goal,high-centre,50,41,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10640567,44443,goal,low-left,38.17,90.5,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10405102,44444,goal,low-centre,44.62,68.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10405098,46699,goal,low-centre,44.62,83.17,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10520883,29379,miss,close-right,91.94,63,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10520882,29380,goal,high-centre,47.85,65.67,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,10461273,29381,goal,low-centre,50.54,68.33,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,9588733,29382,goal,high-centre,51.61,66.17,26,27
Tomáš Chorý,Slavia Prague,Czech Republic,188307,9686680,29383,goal,low-centre,50,71.33,26,27
Mojmír Chytil,Slavia Prague,Czech Republic,826049,15126912,6089074,save,low-left,34.95,78.83,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,14036532,6084409,goal,high-centre,48.92,57.83,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,14036518,6084179,goal,low-left,31.18,95.83,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,12580665,6070130,goal,high-centre,58.06,62,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,11367611,147047,save,low-left,34.95,77.83,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,11367611,126236,save,low-centre,50,67.33,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,10405175,45196,goal,low-left,26.34,83.17,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,10405072,40905,goal,high-centre,56.99,62,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,10405056,40906,goal,high-right,71.51,63,7,10
Mojmír Chytil,Slavia Prague,Czech Republic,826049,10405269,40907,goal,low-left,36.56,95.83,7,10
Christophe Kabongo,Mladá Boleslav,Czech Republic,1065545,11406475,6041682,save,low-right,63.98,91.5,0,1
Jesús Gallardo,Toluca,Mexico,770253,15645940,6088523,goal,low-right,72.58,92.67,6,6
Jesús Gallardo,Toluca,Mexico,770253,15238961,6087789,goal,low-left,33.33,97.83,6,6
Jesús Gallardo,Toluca,Mexico,770253,15192483,6085133,goal,low-left,37.63,80,6,6
Jesús Gallardo,Toluca,Mexico,770253,14389467,6079309,goal,low-right,72.58,97.83,6,6
Jesús Gallardo,Toluca,Mexico,770253,13488611,6078364,goal,high-right,68.28,62,6,6
Jesús Gallardo,Toluca,Mexico,770253,12649694,6065999,goal,low-right,73.12,97.83,6,6
Jorge Sánchez,PAOK,Mexico,832868,12420597,6068359,save,low-left,29.03,91.5,0,1
Johan Vásquez,Genoa,Mexico,889785,12726866,6067698,goal,low-left,36.02,97.83,3,5
Johan Vásquez,Genoa,Mexico,889785,11816830,3879011,goal,low-centre,51.61,95.83,3,5
Johan Vásquez,Genoa,Mexico,889785,10838062,33589,goal,low-right,61.29,76.83,3,5
Johan Vásquez,Genoa,Mexico,889785,9689339,7487,post,left,22.04,72.5,3,5
Johan Vásquez,Genoa,Mexico,889785,8523091,7488,miss,close-left,14.52,60.67,3,5
Israel Reyes,América,Mexico,989236,13488567,6078455,goal,low-left,27.42,90.5,8,9
Israel Reyes,América,Mexico,989236,13488593,6078204,goal,low-left,25.27,67.33,8,9
Israel Reyes,América,Mexico,989236,13488584,6078136,save,high-centre,43.01,66.17,8,9
Israel Reyes,América,Mexico,989236,13115518,6070013,goal,low-left,27.42,99,8,9
Israel Reyes,América,Mexico,989236,12686474,6065993,goal,low-left,33.87,93.67,8,9
Israel Reyes,América,Mexico,989236,11508221,6065897,goal,low-centre,52.15,93.67,8,9
Israel Reyes,América,Mexico,989236,10735690,31840,goal,low-centre,48.92,81,8,9
Israel Reyes,América,Mexico,989236,10288985,31841,goal,high-right,67.74,50.5,8,9
Israel Reyes,América,Mexico,989236,9956096,31842,goal,high-right,74.19,63,8,9
Jesús Alberto Angulo,UANL,Mexico,869277,12164014,6060736,goal,low-left,30.65,83.17,3,3
Jesús Alberto Angulo,UANL,Mexico,869277,11494709,384848,goal,low-centre,40.86,94.67,3,3
Jesús Alberto Angulo,UANL,Mexico,869277,9998274,32229,goal,low-right,72.58,90.5,3,3
Richard Ledezma,Guadalajara,Mexico,985176,8913266,6469,goal,low-left,26.88,93.67,1,1
Edson Álvarez,Fenerbahçe,Mexico,847151,11193617,43198,save,low-centre,45.16,95.83,1,2
Edson Álvarez,Fenerbahçe,Mexico,847151,7260434,6044246,goal,low-left,26.88,90.17,1,2
Orbelín Pineda,AEK Athens,Mexico,850404,11886387,6063140,save,low-left,30.65,93.67,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,11816830,3881438,goal,low-left,27.96,95.83,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,11405769,46429,goal,low-centre,59.68,94.67,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,9761053,29593,goal,low-left,29.57,99,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,9673483,29594,goal,low-right,68.28,95.83,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,8085584,6050019,goal,low-left,27.96,92.67,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,7482070,6050020,goal,low-left,33.87,96.83,7,8
Orbelín Pineda,AEK Athens,Mexico,850404,7265242,6050021,goal,low-centre,44.09,85.17,7,8
Carlos Rodríguez,Cruz Azul,Mexico,845849,13488571,6078485,goal,low-right,70.97,70.5,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,13488599,6078377,goal,high-left,39.78,59.83,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,12575530,6065587,save,high-centre,59.68,61,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,11491719,384931,goal,high-right,73.66,42,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,10395551,29600,goal,high-right,70.97,52.5,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,9689339,29601,goal,low-left,28.49,74.67,6,7
Carlos Rodríguez,Cruz Azul,Mexico,845849,8589198,29602,goal,low-centre,48.39,72,6,7
Roberto Alvarado,Guadalajara,Mexico,865500,13256009,6071654,goal,low-left,27.42,85.17,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,13256074,6071440,save,low-left,32.8,97.83,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,12420634,6067413,goal,high-left,37.63,52.5,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,12420650,6066770,goal,low-left,27.96,70.5,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,12575540,6065889,goal,low-left,29.03,93.67,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,12575526,6065890,save,low-right,67.2,74.67,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,11911115,6057852,goal,low-left,32.26,83.17,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,11341884,3228945,goal,low-left,30.65,76.83,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,11341864,6058995,goal,low-right,66.67,69.33,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,11341855,2509681,goal,low-left,29.03,88.33,9,11
Roberto Alvarado,Guadalajara,Mexico,865500,11341807,976296,goal,low-right,70.43,69.33,9,11
Luis Romo,Guadalajara,Mexico,1172773,13488594,6078360,post,left,22.04,95.83,0,4
Luis Romo,Guadalajara,Mexico,1172773,12575530,6065590,save,low-left,37.63,73.67,0,4
Luis Romo,Guadalajara,Mexico,1172773,10020088,29606,save,low-left,34.41,89.5,0,4
Luis Romo,Guadalajara,Mexico,1172773,8262326,6052870,save,low-centre,56.99,94.67,0,4
Luis Chávez,Dynamo Moscow,Mexico,757770,12453018,6069697,goal,low-right,66.13,95.83,6,6
Luis Chávez,Dynamo Moscow,Mexico,757770,11378796,6060647,goal,low-right,72.04,94.67,6,6
Luis Chávez,Dynamo Moscow,Mexico,757770,11252401,45168,goal,low-left,32.26,96.83,6,6
Luis Chávez,Dynamo Moscow,Mexico,757770,9605072,29603,goal,low-left,38.17,96.83,6,6
Luis Chávez,Dynamo Moscow,Mexico,757770,9251866,29604,goal,high-right,60.22,54.67,6,6
Luis Chávez,Dynamo Moscow,Mexico,757770,8148017,6056583,goal,low-right,71.51,79,6,6
Érick Sánchez,América,Mexico,845322,13488593,6078206,goal,low-right,69.89,93.67,3,3
Érick Sánchez,América,Mexico,845322,12686474,6065996,goal,low-right,68.82,94.67,3,3
Érick Sánchez,América,Mexico,845322,11491724,385569,goal,low-left,26.34,94.67,3,3
Érik Lira,Cruz Azul,Mexico,944068,13488571,6078487,goal,low-right,72.58,68.33,2,2
Érik Lira,Cruz Azul,Mexico,944068,13488599,6078379,goal,low-centre,43.01,94.67,2,2
Efraín Álvarez,Guadalajara,Mexico,931736,13984769,6080389,save,low-right,65.59,72.5,1,2
Efraín Álvarez,Guadalajara,Mexico,931736,13488581,6078482,goal,low-right,72.04,93.67,1,2
Gilberto Mora,Tijuana,Mexico,1914576,15239038,6090372,save,low-right,69.35,91.5,1,2
Gilberto Mora,Tijuana,Mexico,1914576,15029788,6083833,goal,high-centre,47.85,66.17,1,2
Brian Gutiérrez,Guadalajara,Mexico,1023088,14918357,6085144,save,low-right,60.75,94.67,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,14918359,6082837,goal,low-left,27.96,96.83,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,13932580,6077228,goal,low-left,26.88,96.83,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,13299454,6076241,goal,low-right,65.59,86.33,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,13299348,6075420,goal,low-left,34.95,67.33,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,12000888,6066308,goal,high-right,63.98,57.83,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,11911521,6059230,goal,low-right,70.43,88.33,7,8
Brian Gutiérrez,Guadalajara,Mexico,1023088,11156301,477902,goal,low-left,30.65,97.83,7,8
Obed Vargas,Atlético Madrid,Mexico,1119345,14917328,6086284,post,left,20.97,96.83,3,4
Obed Vargas,Atlético Madrid,Mexico,1119345,14389466,6079307,goal,low-right,66.13,97.83,3,4
Obed Vargas,Atlético Madrid,Mexico,1119345,13010891,6069904,goal,high-right,62.37,48.33,3,4
Obed Vargas,Atlético Madrid,Mexico,1119345,10268313,35732,goal,low-centre,58.6,96.83,3,4
Jesús Ricardo Angulo,Toluca,Mexico,829624,10735690,31800,post,high,46.77,33.5,0,1
Kevin Castañeda,Tijuana,Mexico,942708,15238988,6088634,goal,low-left,26.88,95.83,6,7
Kevin Castañeda,Tijuana,Mexico,942708,15238924,6086182,goal,low-left,29.03,90.5,6,7
Kevin Castañeda,Tijuana,Mexico,942708,13984978,6083270,goal,low-centre,45.7,92.67,6,7
Kevin Castañeda,Tijuana,Mexico,942708,13984965,6082731,save,low-right,68.82,78.83,6,7
Kevin Castañeda,Tijuana,Mexico,942708,13984945,6082084,goal,low-right,69.89,94.67,6,7
Kevin Castañeda,Tijuana,Mexico,942708,13984797,6078615,goal,low-right,73.66,97.83,6,7
Kevin Castañeda,Tijuana,Mexico,942708,12417974,6065400,goal,low-left,27.96,90.5,6,7
Álvaro Fidalgo,Real Betis,Mexico,838629,13488584,6078137,goal,low-right,73.12,95.83,4,5
Álvaro Fidalgo,Real Betis,Mexico,838629,13115518,6070016,post,high,49.46,33.5,4,5
Álvaro Fidalgo,Real Betis,Mexico,838629,12686474,6065995,goal,high-right,70.97,57.83,4,5
Álvaro Fidalgo,Real Betis,Mexico,838629,11508221,6065902,goal,low-centre,55.38,71.5,4,5
Álvaro Fidalgo,Real Betis,Mexico,838629,10020143,31854,goal,low-right,64.52,97.83,4,5
Jorge Ruvalcaba,New York Red Bulls,Mexico,1153541,11156293,384789,save,low-right,63.44,99,0,1
Jeremy Márquez,Cruz Azul,Mexico,1046703,13488599,6078380,goal,low-left,34.41,88.33,1,1
Elías Montiel,Pachuca,Mexico,1503702,13222203,6070857,goal,high-left,34.41,63,1,1
Raúl Jiménez,Fulham,Mexico,192442,14024016,6089494,goal,high-left,33.87,64.17,35,36
Raúl Jiménez,Fulham,Mexico,192442,14024011,6087513,goal,low-left,29.03,96.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,14025140,6086231,goal,high-left,31.72,44.17,35,36
Raúl Jiménez,Fulham,Mexico,192442,14907281,6084935,goal,low-left,32.26,93.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,13649219,6074378,goal,high-right,68.28,66.17,35,36
Raúl Jiménez,Fulham,Mexico,192442,13455808,6073347,goal,low-left,31.72,76.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,13189400,6071346,goal,high-right,65.59,58.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,12436525,6071265,goal,high-right,62.9,53.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,12436525,6071266,goal,low-left,39.78,94.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,12437001,6067826,goal,low-right,63.44,71.5,35,36
Raúl Jiménez,Fulham,Mexico,192442,12758086,6067351,goal,high-right,70.97,61,35,36
Raúl Jiménez,Fulham,Mexico,192442,12758086,6067352,goal,low-centre,40.86,93.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,12694087,6066428,goal,low-left,34.41,95.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,11523762,1081650,goal,low-centre,53.76,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,10878416,31201,goal,low-right,62.9,90.5,35,36
Raúl Jiménez,Fulham,Mexico,192442,9766701,22386,goal,low-right,64.52,94.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,9766688,22387,goal,low-right,62.9,90.5,35,36
Raúl Jiménez,Fulham,Mexico,192442,9576316,22388,goal,low-left,37.63,99,35,36
Raúl Jiménez,Fulham,Mexico,192442,9766669,22389,goal,low-right,70.97,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,8740571,22390,save,low-right,68.82,80,35,36
Raúl Jiménez,Fulham,Mexico,192442,8739600,22391,goal,low-right,62.37,86.33,35,36
Raúl Jiménez,Fulham,Mexico,192442,8692252,22392,goal,low-left,35.48,76.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,8243631,22393,goal,low-right,66.13,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,8407059,22394,goal,low-right,63.44,84.17,35,36
Raúl Jiménez,Fulham,Mexico,192442,8391695,22395,goal,low-centre,53.23,99,35,36
Raúl Jiménez,Fulham,Mexico,192442,8243493,22396,goal,low-left,29.03,93.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,8243435,6044062,goal,low-centre,59.68,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,8274040,6044063,goal,low-right,65.59,93.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,7828183,6044064,goal,low-right,60.22,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,7827959,6044065,goal,low-right,62.37,99,35,36
Raúl Jiménez,Fulham,Mexico,192442,7473275,6044066,goal,low-left,27.42,92.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,7132216,6044067,goal,low-left,27.42,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,7019257,6044068,goal,low-centre,51.08,97.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,7132129,6044069,goal,low-left,36.02,92.67,35,36
Raúl Jiménez,Fulham,Mexico,192442,6467144,6044070,goal,low-centre,46.77,78.83,35,36
Raúl Jiménez,Fulham,Mexico,192442,4796124,6044071,goal,low-right,61.83,95.83,35,36
Alexis Vega,Toluca,Mexico,815637,15192483,6085143,goal,low-left,37.63,69.33,12,14
Alexis Vega,Toluca,Mexico,815637,15192483,6085142,goal,low-right,69.35,88.33,12,14
Alexis Vega,Toluca,Mexico,815637,13984953,6082154,goal,low-centre,45.16,91.5,12,14
Alexis Vega,Toluca,Mexico,815637,14389467,6079315,goal,low-right,64.52,68.33,12,14
Alexis Vega,Toluca,Mexico,815637,13488611,6078368,goal,high-left,32.8,56.83,12,14
Alexis Vega,Toluca,Mexico,815637,13796325,6076732,goal,low-right,64.52,95.83,12,14
Alexis Vega,Toluca,Mexico,815637,13884455,6076235,goal,low-centre,56.99,92.67,12,14
